,Unnamed: 0,course code,course name,teacher,comment time,chinese course name,body,mark,workload_num,year,semester,region（mainland2，international-3）
73,73,GE2333,The Science of Cosmetics,Alex Wong,2020-08-21 00:55:00,,"4 lab reports
few simple quizzes in lesson 
one group project (4~5 ppl per grp)
exam only have one pages mostly related to lab report
my whole group with or without science background also get good result",4,1,2018/19,SemB,3
74,74,GE1109,Values and Justice in the Contemporary World,Lawrence,2020-08-20 20:29:00,,"People who love philosophy would find this course interesting as it covers topics like justice,governance,moral values etc.The teacher is willing to answer your questions during lessons and after lessons.However,the guidelines for online test and individual paper is a bit unclear so you can't tell whether you have written in a appropriate way and have met his requirements.",3.3,2,2019/20,Summer,3
75,75,GE1350,Essential Mathematics in Daily Life,Jon Lo WC,2020-08-20 14:52:00,,"當初因為冇grp project reg呢科 
冇數底冇諗過攞到A+ 真係幾好讀 
workload又細 得4份asm+midterm+exam 每份asm得3題 大約1個鐘就完成 有上堂一定識做 佢會俾hints
Jon Lo好好人 有咩唔識問佢都覆得好快又詳細 
不過冇數底嘅人上堂真係要好留心同要勤力溫書 我係zoom上 好多時都有唔明要重睇recording 同埋真係做咗好多次佢俾嘅problem set做到熟曬先有呢個grade",4.3,1,2019/20,Summer,
76,76,GE1129,Creative Photography,Phil Shek,2020-08-20 14:00:00,,"淨係上咗頭幾堂
之前完全無接觸過攝影
Zoom上所以無計attendance
交三幅相 portrait, landscape, decisive moment
呢個course叫creative photography
Creativity重要過攝影技術
所以就算無影相底但有art sense都可以靚grade",3.7,0,2019/20,Summer,
77,77,GE1342,Light: from Double Rainbows to Optical Fibers,Chow Yuk Tak,2020-08-20 13:32:00,,"summer讀，堅係忙到癲。
week3/4/5 quiz，不斷刨notes係唔夠仲要認真上堂，每分每秒都唔可以聽漏，因為題目就係出佢講嘅野多。
week5 交Project(PPT+2000words writing )，如果你臨交一個星期之前先做chur死你。Q&A問得好深入，要認真搵清楚所有資料，每一個角每一副圖。
week6/7 present 冇堂上。20分鐘present，只要準備好200%present內容就夠。癲到可以2堂教3個chapters。唯一有趣就係做實驗",3.3,4,2019/20,Summer,
78,78,GE1129,Creative Photography,Phil Shek,2020-08-20 13:10:00,,一封Email 都唔覆,2.7,0,2019/20,Summer,
79,79,GE1353,"Science, Buddhism, and Life",Alex Wong,2020-08-20 00:21:00,,"認真讀，無standard，爛grade 首選
淨係考Buddhism，啱鍾意religion 嘅人讀
4日交一份長assignment",2.7,3,2019/20,Summer,
80,80,GE1353,"Science, Buddhism, and Life",Alex Wong,2020-08-19 22:52:00,,"I took the course during COVID-19 so the class was done online. However, Alex Wong chose not to record and upload the lectures online. When students emailed him saying they’re residing in countries where the time zones are very different he responded rudely and did not care.I would say approximately 20% of the class is taught in Chinese with 20% of the lecture notes also written in Chinese despite Alex Wong knowing there are non-Chinese students in class.",3,2,2019/20,Summer,3
81,81,GE2262,Business Statistics,Chuck Key NG,2020-08-19 22:49:00,,"Got all full marks in two quizzes, but still got B+. Maybe I didn't perform well in the final exam which is much harder than quizzes and tutorial questions. An easy and useful course, though.",3.3,1,2019/20,Summer,3
82,82,GE2211,"Sexuality, Culture and Diversity",Stani,2020-08-19 22:04:00,,"每日上堂都要交500字reflective
Group project groupmate好重要
因為要一個present 一份final paper
仲要做3選2嘅exam
除非寫文叻 如果唔係嘅 不了",3.3,4,2019/20,Summer,
83,83,GE1353,"Science, Buddhism, and Life",Dr. Alex Wong,2020-08-19 17:52:00,,"Professor 反口，話會出每份Assignment既分數，最後出左Grade，但個細分都仲未出。明明宗教係好個人既諗法，但夠膽死拉curve拉得咁harsh，harsh得黎又唔肯比feedback我地既功課，削弱我地學習既成果。
極認真讀都係咁既Grade，係教得幾好，學到好多野，發人深省。但值唔值得為左學野讀一科Median Grade係B-既GE就見人見智。
希望今個Sem既其他學生都留個言，隔住個Mon見大家問左咁多問題但又無機會見，想知下你地考成點。",3,2,2019/20,Summer,
84,84,GE2132,Discovering the Dynamics of Contemporary Cities and Architecture in China,Mr. Li Lin,2020-08-19 16:10:00,,"15% quiz (x2) [open book] 13/15, 13/15
15% photo collage B+
15% Map drawing A-
40% Guide book B+勁hea既一個course, 但係要攞A range都有少少難, 多數人都攞B+
Quiz完全冇溫過就考 有3題long questions 啲答案可以開住ppt直抄 玩大包圍、咩都寫就得
Photo collage要俾啲創意諗個design
Map drawing有啲晒時間同無聊 不過呢個就送分既
Guide book要揀一個中國城市黎介紹 寫大約2000字 求其搵下資料就得 都唔算太難",3.7,1,2019/20,Summer,
85,85,GE2338,Internet Applications and Security,Dr Ejoe,2020-08-19 13:36:00,,好難讀救命，大家小心!!!!,0,3,2018/19,SemA,
86,86,GE2132,Discovering the Dynamics of Contemporary Cities and Architecture in China,LI Lin,2020-08-19 12:06:00,,輕輕鬆鬆又一個暑期，推薦懶人上。今個Sem用Zoom上，因武肺可以唔使返大陸。全Course只需交一次Assignment，包括2500字travel guide (topic任set)、一張photo collage、畫一張地圖。唔使form group，完全無壓力。,3.3,1,2019/20,Summer,
87,87,GE1501,Chinese Civilisation - History and Philosophy,Lecture: Lisa ; Tutorial: 李果,2020-08-18 17:25:00,中國文化－歷史與哲學,"暑sem用zoom所以每堂lecture完左之後都需要喺3日內做返堂課，大概250-350字到
Lisa講野好溫柔，好文人feel，有時都少悶，但佢每堂有d位會令我有反思
因為zoom所以project無咩點consult李果，都係email來往過幾次，佢比嘅feedback清晰
不過真係一分耕耘，一分收穫，自問中文本身普通(DSE攞3)，但因為擺左好多心機，groupmates都好所以算係咁",3.7,2,2019/20,Summer,
88,88,GE2262,Business Statistics,Chuck Key NG,2020-08-18 12:30:00,,"An easy A+ if you’re good at mathematics. The professor’s lectures were very effective. So, no additional materials are required. However, during the summer term there was around 30 students who took this course, which made it a bit challenging at first to get an A+. But if you manage to score good marks in the class test and final exam then it is an easy A range course.Course evaluation might be slightly different for your sem. For my sem it was
50% class test - (20% + 30%) - Easy
50% final exam - It can get quite challenging if you struggle at Maths and have no prior knowledge in Statistics.",4.3,1,2019/20,Summer,3
89,89,GE1202,Managing Your Personal Finance,Dr. Andrew Wong,2020-08-18 12:01:00,,"Coursework:
Individual Mid-term Quiz – 20% 
有50題 mean score 42.9/50
我就46/50
題目都好直接簡單，溫下Lecture note同上網搵下exercise就得Group Project and Presentation – 30%
要present & 交report ，計劃一個人未來嘅financial planning。分數冇同我哋講",3,2,2019/20,Summer,
90,90,GE1202,Managing Your Personal Finance,Dr. Andrew Wong,2020-08-18 12:01:00,,"Coursework:
Individual Mid-term Quiz – 20% 
有50題 mean score 42.9/50
我就46/50
題目都好直接簡單，溫下Lecture note同上網搵下exercise就得Group Project and Presentation – 30%
要present & 交report ，計劃一個人未來嘅financial planning。分數冇同我哋講",3,2,2019/20,Summer,
91,91,GE1202,Managing Your Personal Finance,Dr. Andrew Wong,2020-08-18 12:00:00,,"Coursework:
Individual Mid-term Quiz – 20% 
有50題 mean score 42.9/50
我就46/50
題目都好直接簡單，溫下Lecture note同上網搵下exercise就得Group Project and Presentation – 30%
要present & 交report ，計劃一個人未來嘅financial planning。分數冇同我哋講",3,2,2019/20,Summer,
92,92,CHIN1001,University Chinese I,Li Chi Ming,2020-08-18 10:50:00,大學中文 I,very interesting and good teacher,3.7,1,2017/18,SemA,3
93,93,GE2402,English for Business Communication,Magdalena OSTASZEWSKA,2020-08-18 10:42:00,,"教書教得好悶, 重點係非常之煩, 成日要人撳yes no button
仲要上堂嘅時候一定要開cam
千祈唔好揀佢嚟reg, 爛grade首選",3,4,2019/20,Summer,
94,94,GE2133,The Life and Times of the English Language,Eric and XU Xiaoyu,2020-08-17 01:04:00,,"Semester should be 19/20 Sem A
Grade should be Pass
頭5堂係literature, 後5堂係linguist每個星期都要寫一份200字嘅learning portfolio (20%) 
最後只係會抽兩份改，所以點都要交
我兩次都爛grade, below mean",3,3,2019/20,SemB,3
95,95,GE1202,Managing Your Personal Finance,Ho Wai Ho,2020-08-16 20:39:00,,"Should be 2019/2020 Sem B
課程內容簡單實用，會講下個人理財方法、買樓、唔同嘅投資產品等等
不過 Powerpoint 內容好舊 好多野都冇改
所以如果有sources，基本上CA 部分會滿分咁滯
有Mid term, Exam 
Mid Term 可能係因為用Canvas Quiz 功能 好多問題都出錯曬
Exam 都係因為online 原因而變成open book
所以都比較簡單有樣唔好嘅係 佢唔會覆email，mid term 出錯唔覆、group project 有問題都係唔覆
有咩事都係Zoom online lesson 嘅時候問佢會好啲",4,2,2019/20,Summer,
96,96,GE1313,Earthquakes,paul and wang,2020-08-14 23:14:00,地震,Workload其實還好，in-class worksheets 大部分題目 power point 有答案/計好簡單既數，然後 individual assignment 同 final exam 其實d 題目來來去去都出翻 worksheets d 問題，只要你參與過做in-class 唔 freeride groupmate 就輕鬆高分。但個人認為 group project 好難做得好，要求好高。,3,2,2019/20,SemB,
97,97,GE1205,Green Economics,Ho Tong Ming,2020-08-13 00:10:00,綠色經濟學,"利申中學有讀econ攞5, 讀中文econ都搞得掂呢科 不過要花少少時間記返英文terms
基本上差唔多無上過堂, 內容都係d中學econ野加環保(4R之類)
而且Ho tong ming d 英文係Chinglish 
上堂Econ graph係唔會explain 淨係講佢自己d personal experience (所以唔洗上堂)
project 同 final test 都容易做，都係好似DSE
Weekly journal Hea寫自己做5樣環保加d圖，吹話用環保袋、回收水樽就ok推薦有econ底既人讀 因為Workload真係細嘅",4,1,2019/20,Summer,
98,98,GE2318,From Ancient Wisdom to Modern Science,Dr. Chen,2020-08-12 15:37:00,古代智慧與現代科學,"1. 每堂in-class exercise
2. mid-term
3. final exam
雖然每堂都唔知佢講緊咩 但係有溫exercise mid-term answer就夠考試
輕鬆靚grade~",4,1,2018/19,SemB,
99,99,GE1501,Chinese Civilisation - History and Philosophy,錢華,2020-08-10 23:23:00,中國文化－歷史與哲學,"錢華老師是一級捧的好老師，為我們解決了很多學習上的困難。
lecture和tutorial都比較有啟發性。",4,2,2019/20,Summer,
100,100,GE2133,The Life and Times of the English Language,Eric & 一個台灣老師,2020-08-07 16:33:00,,"呢科好悶，一半係講英文文學(Eric教)，另一半係講語言學。Eric會要求大家上堂drop notes，好多考既野唔會打係PPT，要聽佢講先有notes，每堂完左之後都有participation quiz，認真上堂一定識。另外個台灣老師講英文有口音，要求同Eric完全調轉，ppt有齊notes。兩個老師都好好，不過真係太悶。可惜Group project遇到差隊友，全部Deadline fighters，Deadline前幾日先開始做，project爛grade。
(2019/20 SEM B讀，但佢唔比我揀)",2.7,2,2019/20,SemB,
101,101,GE1401,University English,Sumie Chan,2020-08-07 15:35:00,大學英語,Sumie 好好人又好比心機教，Email問野基本上好快覆，Individual Essay 有 Consult Sumie，有用過EMAIL問過SUMIE意見，每次佢都有比實用Comment，唔會講到1999。大家遲到早走都唔會黑面。REG 得過!,3.3,2,2019/20,SemA,
102,102,GE1350,Essential Mathematics in Daily Life,Jon,2020-08-07 13:52:00,,"Light workload and (expectedly) low grade.The course is really simple for engineering / science, who have okay math background. But just because of this, it's hard to reach high marks, since the high scores always clutter, and when it's curved, the high score could be only a mean (average).",3.3,0,2019/20,Summer,3
103,103,GE1352,How Your Brain Works,Jan Schnipp,2020-08-07 09:35:00,,"Background：有些BMS psycho的人在上 local和international比较多 内地生相对较少
Wordload：基本上就是听听课背背书啦 一周花几个小时认真复习成绩肯定不会差的 当时Jan说80%以上是不错的成绩 
**很多老师人很好的会告诉要考的重点 所以最好不要走堂！！**
Quiz：我们这个sem因为提前结束取消final所以一共6个quiz 我的百分比最后平均下来在87.83% 拿了A",4,2,2019/20,SemA,
104,104,GE2204,Business Ethics and Society,Toni Tong,2020-08-06 13:08:00,,"I do expect a course about ethics can be boring but it turns out it is more interesting. The theories and concepts are not difficult although you still need to memorize the terminologies. English is still critical element in getting good grades. If you aim for A grade, you need to work hard and revise on weekly basis.The course does not have a mid-term or individual assignment, so you don't really feel the heavy workload until last 3 weeks (the group report, group presentation and yes, the exam). There is a mini-case with poll questions per week, which is ok as it only takes 15 minutes to read the case. (you could do it during the break time in case you forget to prepare). But the case classwork is group-based and thus, it would need extra time to work on it. Class exercises takes 10-15min to complete per week, not too bad either.",4.3,3,2018/19,SemB,3
